Mile,Minute,Runners,Half
11,128,570,0
12,128,550,0
13,128,510,0
14,128,430,0
15,128,340,0
16,128,230,0
17,128,150,0
18,128,110,0
19,128,90,0
20,128,0,0
21,128,20,0
22,128,10,0
23,128,10,0
24,128,1330,1320
25,128,1190,1190
0,130,650,0
1,130,50,0
2,130,0,0
3,130,0,0
4,130,0,0
5,130,110,110
6,130,530,500
7,130,1200,1010
8,130,460,0
9,130,700,0
10,130,550,0
11,130,590,0
12,130,570,0
13,130,480,0
14,130,480,0
15,130,400,0
16,130,210,0
17,130,190,0
18,130,80,0
19,130,80,0
20,130,50,0
21,130,20,0
22,130,10,0
23,130,0,0
24,130,1320,1310
25,130,1270,1260
0,132,630,0
1,132,50,0
2,132,10,0
3,132,0,0
4,132,0,0
5,132,90,90
6,132,410,380
7,132,1100,960
8,132,440,0
9,132,690,0
10,132,510,0
11,132,620,0
12,132,550,0
13,132,530,0
14,132,430,0
15,132,460,0
16,132,210,0
17,132,180,0
18,132,120,0
19,132,60,0
20,132,90,0
21,132,10,0
22,132,10,0
23,132,10,0
24,132,1360,1350
25,132,1280,1270
0,134,620,0
1,134,60,0
2,134,10,0
3,134,0,0
4,134,0,0
5,134,80,80
6,134,330,300
7,134,1010,910
8,134,380,0
9,134,650,0
10,134,590,0
11,134,530,0
12,134,580,0
13,134,520,0
14,134,470,0
15,134,420,0
16,134,260,0
17,134,240,0
18,134,100,0
19,134,100,0
20,134,90,0
21,134,0,0
22,134,20,0
23,134,10,0
24,134,1430,1420
25,134,1240,1230
0,136,610,0
1,136,60,0
2,136,10,0
3,136,0,0
4,136,0,0
5,136,80,80
6,136,240,210
7,136,940,870
8,136,330,0
9,136,660,0
10,136,550,0
11,136,510,0
12,136,610,0
13,136,520,0
14,136,490,0
15,136,390,0
16,136,320,0
17,136,220,0
18,136,150,0
19,136,90,0
20,136,90,0
21,136,30,0
22,136,20,0
23,136,10,0
24,136,1550,1550
25,136,1250,1240
0,138,610,0
1,138,60,0
2,138,10,0
3,138,0,0
4,138,0,0
5,138,70,70
6,138,190,160
7,138,890,840
8,138,260,0
9,138,660,0
10,138,520,0
11,138,580,0
12,138,540,0
13,138,540,0
14,138,490,0
15,138,410,0
16,138,380,0
17,138,200,0
18,138,180,0
19,138,90,0
20,138,50,0
21,138,80,0
22,138,10,0
23,138,10,0
24,138,1480,1470
25,138,1250,1240
0,140,600,0
1,140,70,0
2,140,10,0
3,140,0,0
4,140,0,0
5,140,60,60
6,140,150,140
7,140,830,770
8,140,220,0
9,140,530,0
10,140,620,0
11,140,580,0
12,140,540,0
13,140,530,0
14,140,470,0
15,140,430,0
16,140,410,0
17,140,210,0
18,140,180,0
19,140,120,0
20,140,60,0
21,140,90,0
22,140,10,0
23,140,10,0
24,140,1490,1480
25,140,1230,1220
0,142,600,0
1,142,70,0
2,142,10,0
3,142,0,0
4,142,0,0
5,142,40,40
6,142,130,120
7,142,660,600
8,142,170,0
9,142,460,0
10,142,670,0
11,142,490,0
12,142,580,0
13,142,530,0
14,142,500,0
15,142,430,0
16,142,400,0
17,142,230,0
18,142,220,0
19,142,120,0
20,142,100,0
21,142,60,0
22,142,30,0
23,142,20,0
24,142,1510,1500
25,142,1190,1190
0,144,590,0
1,144,70,0
2,144,10,0
3,144,0,0
4,144,0,0
5,144,20,20
6,144,110,110
7,144,560,520
8,144,160,0
9,144,440,0
10,144,600,0
11,144,520,0
12,144,570,0
13,144,540,0
14,144,460,0
15,144,450,0
16,144,420,0
17,144,290,0
18,144,210,0
19,144,150,0
20,144,80,0
21,144,50,0
22,144,80,0
23,144,10,0
24,144,1440,1430
25,144,1390,1380
0,146,590,0
1,146,70,0
2,146,10,0
3,146,0,0
4,146,0,0
5,146,20,20
6,146,90,90
7,146,480,450
8,146,140,0
9,146,380,0
10,146,600,0
11,146,550,0
12,146,550,0
13,146,540,0
14,146,470,0
15,146,460,0
16,146,380,0
17,146,370,0
18,146,190,0
19,146,180,0
20,146,80,0
21,146,50,0
22,146,90,0
23,146,10,0
24,146,1440,1430
25,146,1420,1410
0,148,580,0
1,148,80,0
2,148,10,0
3,148,0,0
4,148,0,0
5,148,10,10
6,148,100,100
7,148,390,360
8,148,90,0
9,148,350,0
10,148,590,0
11,148,540,0
12,148,520,0
13,148,540,0
14,148,510,0
15,148,440,0
16,148,430,0
17,148,370,0
18,148,200,0
19,148,160,0
20,148,120,0
21,148,80,0
22,148,90,0
23,148,0,0
24,148,1410,1390
25,148,1430,1420
0,150,580,0
1,150,80,0
2,150,10,0
3,150,0,0
4,150,0,0
5,150,0,0
6,150,100,100
7,150,310,280
8,150,70,0
9,150,280,0
10,150,600,0
11,150,510,0
12,150,560,0
13,150,530,0
14,150,530,0
15,150,420,0
16,150,400,0
17,150,410,0
18,150,190,0
19,150,210,0
20,150,110,0
21,150,90,0
22,150,80,0
23,150,40,0
24,150,1350,1340
25,150,1400,1390
0,152,560,0
1,152,100,0
2,152,10,0
3,152,0,0
4,152,0,0
5,152,0,0
6,152,80,80
7,152,240,210
8,152,60,0
9,152,230,0
10,152,510,0
11,152,580,0
12,152,540,0
13,152,510,0
14,152,500,0
15,152,490,0
16,152,380,0
17,152,390,0
18,152,280,0
19,152,190,0
20,152,160,0
21,152,80,0
22,152,40,0
23,152,90,0
24,152,1330,1320
25,152,1420,1410
0,154,560,0
1,154,100,0
2,154,10,0
3,154,0,0
4,154,0,0
5,154,0,0
6,154,80,80
7,154,190,160
8,154,50,0
9,154,180,0
10,154,450,0
11,154,600,0
12,154,480,0
13,154,590,0
14,154,500,0
15,154,420,0
16,154,460,0
17,154,380,0
18,154,330,0
19,154,190,0
20,154,170,0
21,154,80,0
22,154,60,0
23,154,90,0
24,154,1250,1250
25,154,1440,1420
0,156,560,0
1,156,100,0
2,156,10,0
3,156,0,0
4,156,0,0
5,156,0,0
6,156,80,80
7,156,130,120
8,156,60,0
9,156,160,0
10,156,420,0
11,156,560,0
12,156,520,0
13,156,530,0
14,156,520,0
15,156,470,0
16,156,450,0
17,156,380,0
18,156,340,0
19,156,200,0
20,156,150,0
21,156,100,0
22,156,100,0
23,156,60,0
24,156,1210,1180
25,156,1360,1350
0,158,550,0
1,158,100,0
2,158,10,0
3,158,0,0
4,158,0,0
5,158,0,0
6,158,70,70
7,158,120,110
8,158,30,0
9,158,150,0
10,158,400,0
11,158,520,0
12,158,520,0
13,158,540,0
14,158,510,0
15,158,490,0
16,158,420,0
17,158,400,0
18,158,370,0
19,158,170,0
20,158,200,0
21,158,120,0
22,158,80,0
23,158,50,0
24,158,1360,1280
25,158,1350,1340
0,160,550,0
1,160,100,0
2,160,10,0
3,160,0,0
4,160,0,0
5,160,0,0
6,160,50,50
7,160,110,110
8,160,40,0
9,160,130,0
10,160,330,0
11,160,550,0
12,160,490,0
13,160,530,0
14,160,540,0
15,160,500,0
16,160,410,0
17,160,390,0
18,160,350,0
19,160,240,0
20,160,190,0
21,160,150,0
22,160,80,0
23,160,50,0
24,160,1280,1190
25,160,1330,1330
0,162,550,0
1,162,100,0
2,162,10,0
3,162,0,0
4,162,0,0
5,162,0,0
6,162,40,40
7,162,90,90
8,162,30,0
9,162,90,0
10,162,300,0
11,162,540,0
12,162,480,0
13,162,560,0
14,162,510,0
15,162,460,0
16,162,470,0
17,162,370,0
18,162,360,0
19,162,300,0
20,162,190,0
21,162,150,0
22,162,80,0
23,162,80,0
24,162,1330,1270
25,162,1340,1310
0,164,530,0
1,164,110,0
2,164,10,0
3,164,0,0
4,164,0,0
5,164,0,0
6,164,20,20
7,164,90,90
8,164,30,0
9,164,70,0
10,164,250,0
11,164,470,0
12,164,570,0
13,164,520,0
14,164,500,0
15,164,510,0
16,164,380,0
17,164,430,0
18,164,350,0
19,164,360,0
20,164,180,0
21,164,150,0
22,164,100,0
23,164,80,0
24,164,1350,1300
25,164,1240,1180
0,166,530,0
1,166,110,0
2,166,10,0
3,166,0,0
4,166,0,0
5,166,0,0
6,166,20,20
7,166,90,90
8,166,30,0
9,166,60,0
10,166,210,0
11,166,420,0
12,166,570,0
13,166,460,0
14,166,580,0
15,166,460,0
16,166,460,0
17,166,420,0
18,166,350,0
19,166,350,0
20,166,170,0
21,166,190,0
22,166,120,0
23,166,80,0
24,166,1290,1250
25,166,1300,1210
0,168,520,0
1,168,110,0
2,168,10,0
3,168,0,0
4,168,0,0
5,168,0,0
6,168,10,10
7,168,90,90
8,168,30,0
9,168,50,0
10,168,160,0
11,168,420,0
12,168,540,0
13,168,470,0
14,168,540,0
15,168,490,0
16,168,470,0
17,168,400,0
18,168,360,0
19,168,350,0
20,168,220,0
21,168,180,0
22,168,160,0
23,168,80,0
24,168,1380,1330
25,168,1230,1140
0,170,520,0
1,170,110,0
2,170,10,0
3,170,0,0
4,170,0,0
5,170,0,0
6,170,0,0
7,170,90,90
8,170,30,0
9,170,50,0
10,170,120,0
11,170,410,0
12,170,500,0
13,170,490,0
14,170,520,0
15,170,490,0
16,170,500,0
17,170,400,0
18,170,340,0
19,170,350,0
20,170,270,0
21,170,190,0
22,170,140,0
23,170,80,0
24,170,1310,1220
25,170,1260,1210
0,172,510,0
1,172,110,0
2,172,10,0
3,172,0,0
4,172,0,0
5,172,0,0
6,172,0,0
7,172,80,80
8,172,10,0
9,172,60,0
10,172,120,0
11,172,310,0
12,172,550,0
13,172,480,0
14,172,500,0
15,172,520,0
16,172,450,0
17,172,440,0
18,172,320,0
19,172,350,0
20,172,340,0
21,172,170,0
22,172,150,0
23,172,80,0
24,172,1360,1280
25,172,1150,1100
0,174,500,0
1,174,120,0
2,174,10,0
3,174,0,0
4,174,0,0
5,174,0,0
6,174,0,0
7,174,80,80
8,174,10,0
9,174,40,0
10,174,120,0
11,174,280,0
12,174,490,0
13,174,530,0
14,174,500,0
15,174,460,0
16,174,510,0
17,174,370,0
18,174,420,0
19,174,340,0
20,174,310,0
21,174,170,0
22,174,180,0
23,174,120,0
24,174,1270,1200
25,174,1180,1130
0,176,480,0
1,176,120,0
2,176,10,0
3,176,0,0
4,176,0,0
5,176,0,0
6,176,0,0
7,176,80,80
8,176,10,0
9,176,20,0
10,176,100,0
11,176,270,0
12,176,420,0
13,176,550,0
14,176,450,0
15,176,550,0
16,176,440,0
17,176,420,0
18,176,400,0
19,176,370,0
20,176,300,0
21,176,200,0
22,176,170,0
23,176,170,0
24,176,1140,1070
25,176,1290,1230
0,178,470,0
1,178,120,0
2,178,10,0
3,178,0,0
4,178,0,0
5,178,0,0
6,178,0,0
7,178,70,70
8,178,0,0
9,178,30,0
10,178,70,0
11,178,220,0
12,178,410,0
13,178,550,0
14,178,430,0
15,178,540,0
16,178,470,0
17,178,450,0
18,178,400,0
19,178,340,0
20,178,320,0
21,178,250,0
22,178,180,0
23,178,130,0
24,178,1040,960
25,178,1310,1220
0,180,460,0
1,180,120,0
2,180,0,0
3,180,10,0
4,180,0,0
5,180,0,0
6,180,0,0
7,180,50,50
8,180,0,0
9,180,30,0
10,180,60,0
11,180,170,0
12,180,400,0
13,180,540,0
14,180,440,0
15,180,530,0
16,180,460,0
17,180,480,0
18,180,390,0
19,180,340,0
20,180,320,0
21,180,310,0
22,180,150,0
23,180,130,0
24,180,1010,910
25,180,1280,1200
0,182,460,0
1,182,120,0
2,182,0,0
3,182,10,0
4,182,0,0
5,182,0,0
6,182,0,0
7,182,40,40
8,182,0,0
9,182,30,0
10,182,60,0
11,182,160,0
12,182,380,0
13,182,480,0
14,182,450,0
15,182,540,0
16,182,490,0
17,182,450,0
18,182,370,0
19,182,330,0
20,182,340,0
21,182,330,0
22,182,140,0
23,182,180,0
24,182,950,830
25,182,1240,1170
0,184,450,0
1,184,120,0
2,184,0,0
3,184,10,0
4,184,0,0
5,184,0,0
6,184,0,0
7,184,30,30
8,184,0,0
9,184,30,0
10,184,50,0
11,184,120,0
12,184,360,0
13,184,450,0
14,184,490,0
15,184,490,0
16,184,500,0
17,184,450,0
18,184,370,0
19,184,400,0
20,184,320,0
21,184,330,0
22,184,160,0
23,184,150,0
24,184,840,670
25,184,1270,1220
0,186,450,0
1,186,120,0
2,186,0,0
3,186,10,0
4,186,0,0
5,186,0,0
6,186,0,0
7,186,20,20
8,186,0,0
9,186,30,0
10,186,40,0
11,186,120,0
12,186,280,0
13,186,460,0
14,186,510,0
15,186,450,0
16,186,480,0
17,186,470,0
18,186,390,0
19,186,390,0
20,186,340,0
21,186,300,0
22,186,240,0
23,186,160,0
24,186,760,630
25,186,1280,1200
0,188,450,0
1,188,120,0
2,188,0,0
3,188,10,0
4,188,0,0
5,188,0,0
6,188,0,0
7,188,20,20
8,188,0,0
9,188,10,0
10,188,50,0
11,188,120,0
12,188,240,0
13,188,420,0
14,188,500,0
15,188,450,0
16,188,560,0
17,188,410,0
18,188,420,0
19,188,370,0
20,188,320,0
21,188,320,0
22,188,280,0
23,188,150,0
24,188,820,700
25,188,1210,1100
0,190,450,0
1,190,110,0
2,190,10,0
3,190,10,0
4,190,0,0
5,190,0,0
6,190,0,0
7,190,10,10
8,190,0,0
9,190,10,0
10,190,40,0
11,190,80,0
12,190,240,0
13,190,410,0
14,190,460,0
15,190,450,0
16,190,510,0
17,190,460,0
18,190,450,0
19,190,390,0
20,190,300,0
21,190,280,0
22,190,350,0
23,190,130,0
24,190,850,680
25,190,1120,1010
0,192,430,0
1,192,120,0
2,192,10,0
3,192,10,0
4,192,0,0
5,192,0,0
6,192,0,0
7,192,0,0
8,192,0,0
9,192,10,0
10,192,30,0
11,192,60,0
12,192,200,0
13,192,390,0
14,192,530,0
15,192,380,0
16,192,530,0
17,192,470,0
18,192,460,0
19,192,340,0
20,192,330,0
21,192,330,0
22,192,300,0
23,192,160,0
24,192,820,660
25,192,1090,940
0,194,430,0
1,194,120,0
2,194,10,0
3,194,10,0
4,194,0,0
5,194,0,0
6,194,0,0
7,194,0,0
8,194,0,0
9,194,0,0
10,194,30,0
11,194,60,0
12,194,170,0
13,194,370,0
14,194,490,0
15,194,440,0
16,194,500,0
17,194,470,0
18,194,430,0
19,194,350,0
20,194,380,0
21,194,310,0
22,194,280,0
23,194,220,0
24,194,770,610
25,194,990,870
0,196,410,0
1,196,140,0
2,196,10,0
3,196,10,0
4,196,0,0
5,196,0,0
6,196,0,0
7,196,0,0
8,196,0,0
9,196,0,0
10,196,30,0
11,196,60,0
12,196,150,0
13,196,360,0
14,196,410,0
15,196,480,0
16,196,460,0
17,196,470,0
18,196,420,0
19,196,400,0
20,196,360,0
21,196,320,0
22,196,310,0
23,196,240,0
24,196,740,580
25,196,890,780
0,198,400,0
1,198,140,0
2,198,10,0
3,198,10,0
4,198,0,0
5,198,0,0
6,198,0,0
7,198,0,0
8,198,0,0
9,198,0,0
10,198,30,0
11,198,50,0
12,198,130,0
13,198,300,0
14,198,410,0
15,198,510,0
16,198,440,0
17,198,500,0
18,198,400,0
19,198,410,0
20,198,360,0
21,198,320,0
22,198,300,0
23,198,280,0
24,198,710,570
25,198,840,690
0,200,390,0
1,200,150,0
2,200,10,0
3,200,10,0
4,200,0,0
5,200,0,0
6,200,0,0
7,200,0,0
8,200,0,0
9,200,0,0
10,200,30,0
11,200,50,0
12,200,100,0
13,200,270,0
14,200,400,0
15,200,480,0
16,200,430,0
17,200,500,0
18,200,430,0
19,200,420,0
20,200,380,0
21,200,290,0
22,200,300,0
23,200,300,0
24,200,730,590
25,200,770,610
0,202,390,0
1,202,150,0
2,202,10,0
3,202,10,0
4,202,0,0
5,202,0,0
6,202,0,0
7,202,0,0
8,202,0,0
9,202,0,0
10,202,30,0
11,202,40,0
12,202,110,0
13,202,230,0
14,202,380,0
15,202,460,0
16,202,440,0
17,202,470,0
18,202,450,0
19,202,460,0
20,202,320,0
21,202,340,0
22,202,310,0
23,202,270,0
24,202,730,540
25,202,770,610
0,204,380,0
1,204,160,0
2,204,10,0
3,204,10,0
4,204,0,0
5,204,0,0
6,204,0,0
7,204,0,0
8,204,0,0
9,204,0,0
10,204,10,0
11,204,40,0
12,204,90,0
13,204,210,0
14,204,360,0
15,204,490,0
16,204,360,0
17,204,530,0
18,204,480,0
19,204,390,0
20,204,350,0
21,204,360,0
22,204,290,0
23,204,290,0
24,204,710,490
25,204,790,620
0,206,360,0
1,206,180,0
2,206,10,0
3,206,10,0
4,206,0,0
5,206,0,0
6,206,0,0
7,206,0,0
8,206,0,0
9,206,0,0
10,206,10,0
11,206,40,0
12,206,60,0
13,206,180,0
14,206,370,0
15,206,450,0
16,206,440,0
17,206,460,0
18,206,470,0
19,206,420,0
20,206,340,0
21,206,350,0
22,206,310,0
23,206,290,0
24,206,700,420
25,206,780,650
0,208,340,0
1,208,200,0
2,208,10,0
3,208,10,0
4,208,0,0
5,208,0,0
6,208,0,0
7,208,0,0
8,208,0,0
9,208,0,0
10,208,10,0
11,208,30,0
12,208,50,0
13,208,170,0
14,208,360,0
15,208,390,0
16,208,470,0
17,208,430,0
18,208,450,0
19,208,440,0
20,208,390,0
21,208,340,0
22,208,300,0
23,208,270,0
24,208,680,370
25,208,750,630
0,210,340,0
1,210,200,0
2,210,10,0
3,210,10,0
4,210,0,0
5,210,0,0
6,210,0,0
7,210,0,0
8,210,0,0
9,210,0,0
10,210,10,0
11,210,30,0
12,210,50,0
13,210,140,0
14,210,300,0
15,210,410,0
16,210,480,0
17,210,400,0
18,210,500,0
19,210,400,0
20,210,400,0
21,210,370,0
22,210,260,0
23,210,310,0
24,210,640,350
25,210,710,550
0,212,330,0
1,212,200,0
2,212,10,0
3,212,10,0
4,212,0,0
5,212,0,0
6,212,0,0
7,212,0,0
8,212,0,0
9,212,0,0
10,212,0,0
11,212,30,0
12,212,50,0
13,212,130,0
14,212,270,0
15,212,370,0
16,212,500,0
17,212,380,0
18,212,470,0
19,212,430,0
20,212,470,0
21,212,290,0
22,212,340,0
23,212,290,0
24,212,570,330
25,212,760,520
0,214,330,0
1,214,190,0
2,214,20,0
3,214,10,0
4,214,0,0
5,214,0,0
6,214,0,0
7,214,0,0
8,214,0,0
9,214,0,0
10,214,0,0
11,214,30,0
12,214,50,0
13,214,110,0
14,214,240,0
15,214,370,0
16,214,450,0
17,214,420,0
18,214,470,0
19,214,440,0
20,214,430,0
21,214,310,0
22,214,340,0
23,214,290,0
24,214,530,260
25,214,810,550
0,216,320,0
1,216,190,0
2,216,20,0
3,216,10,0
4,216,0,0
5,216,0,0
6,216,0,0
7,216,0,0
8,216,0,0
9,216,0,0
10,216,0,0
11,216,30,0
12,216,40,0
13,216,110,0
14,216,200,0
15,216,360,0
16,216,460,0
17,216,370,0
18,216,510,0
19,216,470,0
20,216,370,0
21,216,330,0
22,216,330,0
23,216,290,0
24,216,510,220
25,216,800,520
0,218,320,0
1,218,170,0
2,218,40,0
3,218,10,0
4,218,0,0
5,218,0,0
6,218,0,0
7,218,0,0
8,218,0,0
9,218,0,0
10,218,0,0
11,218,30,0
12,218,30,0
13,218,80,0
14,218,190,0
15,218,340,0
16,218,470,0
17,218,370,0
18,218,470,0
19,218,460,0
20,218,370,0
21,218,380,0
22,218,340,0
23,218,290,0
24,218,440,180
25,218,800,500
0,220,320,0
1,220,170,0
2,220,40,0
3,220,10,0
4,220,0,0
5,220,0,0
6,220,0,0
7,220,0,0
8,220,0,0
9,220,0,0
10,220,0,0
11,220,20,0
12,220,30,0
13,220,70,0
14,220,160,0
15,220,360,0
16,220,380,0
17,220,440,0
18,220,410,0
19,220,480,0
20,220,400,0
21,220,390,0
22,220,350,0
23,220,250,0
24,220,420,120
25,220,750,480
0,222,320,0
1,222,170,0
2,222,40,0
3,222,10,0
4,222,0,0
5,222,0,0
6,222,0,0
7,222,0,0
8,222,0,0
9,222,0,0
10,222,0,0
11,222,10,0
12,222,40,0
13,222,50,0
14,222,160,0
15,222,320,0
16,222,370,0
17,222,460,0
18,222,360,0
19,222,510,0
20,222,410,0
21,222,420,0
22,222,270,0
23,222,340,0
24,222,380,110
25,222,690,420
0,224,310,0
1,224,180,0
2,224,40,0
3,224,10,0
4,224,0,0
5,224,0,0
6,224,0,0
7,224,0,0
8,224,0,0
9,224,0,0
10,224,0,0
11,224,10,0
12,224,30,0
13,224,50,0
14,224,140,0
15,224,260,0
16,224,380,0
17,224,480,0
18,224,370,0
19,224,450,0
20,224,420,0
21,224,450,0
22,224,290,0
23,224,310,0
24,224,420,110
25,224,620,370
0,226,310,0
1,226,180,0
2,226,40,0
3,226,10,0
4,226,0,0
5,226,0,0
6,226,0,0
7,226,0,0
8,226,0,0
9,226,0,0
10,226,0,0
11,226,10,0
12,226,30,0
13,226,40,0
14,226,140,0
15,226,240,0
16,226,360,0
17,226,450,0
18,226,390,0
19,226,460,0
20,226,450,0
21,226,370,0
22,226,320,0
23,226,320,0
24,226,390,100
25,226,620,360
0,228,310,0
1,228,180,0
2,228,40,0
3,228,0,0
4,228,10,0
5,228,0,0
6,228,0,0
7,228,0,0
8,228,0,0
9,228,0,0
10,228,0,0
11,228,10,0
12,228,30,0
13,228,40,0
14,228,120,0
15,228,240,0
16,228,310,0
17,228,460,0
18,228,380,0
19,228,460,0
20,228,450,0
21,228,330,0
22,228,370,0
23,228,330,0
24,228,370,90
25,228,590,320
0,230,310,0
1,230,180,0
2,230,40,0
3,230,0,0
4,230,10,0
5,230,0,0
6,230,0,0
7,230,0,0
8,230,0,0
9,230,0,0
10,230,0,0
11,230,0,0
12,230,40,0
13,230,40,0
14,230,110,0
15,230,180,0
16,230,360,0
17,230,410,0
18,230,360,0
19,230,460,0
20,230,420,0
21,230,410,0
22,230,380,0
23,230,320,0
24,230,340,90
25,230,580,280
0,232,300,0
1,232,170,0
2,232,50,0
3,232,0,0
4,232,10,0
5,232,0,0
6,232,0,0
7,232,0,0
8,232,0,0
9,232,0,0
10,232,0,0
11,232,0,0
12,232,30,0
13,232,40,0
14,232,70,0
15,232,170,0
16,232,350,0
17,232,380,0
18,232,410,0
19,232,430,0
20,232,430,0
21,232,400,0
22,232,400,0
23,232,290,0
24,232,410,90
25,232,500,230
0,234,300,0
1,234,170,0
2,234,50,0
3,234,0,0
4,234,10,0
5,234,0,0
6,234,0,0
7,234,0,0
8,234,0,0
9,234,0,0
10,234,0,0
11,234,0,0
12,234,30,0
13,234,30,0
14,234,60,0
15,234,160,0
16,234,350,0
17,234,340,0
18,234,450,0
19,234,360,0
20,234,470,0
21,234,370,0
22,234,440,0
23,234,270,0
24,234,380,80
25,234,480,190
0,236,300,0
1,236,160,0
2,236,60,0
3,236,0,0
4,236,10,0
5,236,0,0
6,236,0,0
7,236,0,0
8,236,0,0
9,236,0,0
10,236,0,0
11,236,0,0
12,236,30,0
13,236,20,0
14,236,60,0
15,236,160,0
16,236,270,0
17,236,340,0
18,236,460,0
19,236,360,0
20,236,450,0
21,236,430,0
22,236,390,0
23,236,280,0
24,236,400,60
25,236,430,150
0,238,290,0
1,238,160,0
2,238,60,0
3,238,0,0
4,238,10,0
5,238,0,0
6,238,0,0
7,238,0,0
8,238,0,0
9,238,0,0
10,238,0,0
11,238,0,0
12,238,10,0
13,238,40,0
14,238,50,0
15,238,140,0
16,238,250,0
17,238,350,0
18,238,470,0
19,238,350,0
20,238,440,0
21,238,440,0
22,238,330,0
23,238,340,0
24,238,400,60
25,238,370,110
0,240,290,0
1,240,160,0
2,240,60,0
3,240,0,0
4,240,10,0
5,240,0,0
6,240,0,0
7,240,0,0
8,240,0,0
9,240,0,0
10,240,0,0
11,240,0,0
12,240,10,0
13,240,30,0
14,240,50,0
15,240,130,0
16,240,230,0
17,240,310,0
18,240,460,0
19,240,340,0
20,240,430,0
21,240,460,0
22,240,350,0
23,240,380,0
24,240,390,70
25,240,350,100
0,242,290,0
1,242,160,0
2,242,60,0
3,242,0,0
4,242,10,0
5,242,0,0
6,242,0,0
7,242,0,0
8,242,0,0
9,242,0,0
10,242,0,0
11,242,0,0
12,242,10,0
13,242,30,0
14,242,40,0
15,242,120,0
16,242,230,0
17,242,310,0
18,242,420,0
19,242,330,0
20,242,450,0
21,242,390,0
22,242,420,0
23,242,360,0
24,242,390,60
25,242,380,100
0,244,280,0
1,244,150,0
2,244,70,0
3,244,0,0
4,244,10,0
5,244,0,0
6,244,0,0
7,244,0,0
8,244,0,0
9,244,0,0
10,244,0,0
11,244,0,0
12,244,10,0
13,244,30,0
14,244,40,0
15,244,120,0
16,244,170,0
17,244,290,0
18,244,380,0
19,244,400,0
20,244,380,0
21,244,460,0
22,244,380,0
23,244,430,0
24,244,330,50
25,244,370,100
0,246,270,0
1,246,150,0
2,246,70,0
3,246,0,0
4,246,10,0
5,246,0,0
6,246,0,0
7,246,0,0
8,246,0,0
