Mile,Minute,Runners,Half
25,370,220,0
0,372,210,0
1,372,70,0
2,372,90,0
3,372,70,0
4,372,10,0
5,372,0,0
6,372,0,0
7,372,10,0
8,372,0,0
9,372,0,0
10,372,0,0
11,372,0,0
12,372,0,0
13,372,0,0
14,372,0,0
15,372,0,0
16,372,0,0
17,372,0,0
18,372,0,0
19,372,10,0
20,372,40,0
21,372,10,0
22,372,30,0
23,372,60,0
24,372,140,0
25,372,200,0
0,374,210,0
1,374,60,0
2,374,100,0
3,374,70,0
4,374,10,0
5,374,0,0
6,374,0,0
7,374,10,0
8,374,0,0
9,374,0,0
10,374,0,0
11,374,0,0
12,374,0,0
13,374,0,0
14,374,0,0
15,374,0,0
16,374,0,0
17,374,0,0
18,374,0,0
19,374,10,0
20,374,40,0
21,374,10,0
22,374,20,0
23,374,50,0
24,374,130,0
25,374,190,0
0,376,210,0
1,376,50,0
2,376,110,0
3,376,70,0
4,376,10,0
5,376,0,0
6,376,0,0
7,376,10,0
8,376,0,0
9,376,0,0
10,376,0,0
11,376,0,0
12,376,0,0
13,376,0,0
14,376,0,0
15,376,0,0
16,376,0,0
17,376,0,0
18,376,0,0
19,376,0,0
20,376,40,0
21,376,10,0
22,376,30,0
23,376,50,0
24,376,130,0
25,376,170,0
0,378,210,0
1,378,40,0
2,378,120,0
3,378,70,0
4,378,10,0
5,378,0,0
6,378,0,0
7,378,10,0
8,378,0,0
9,378,0,0
10,378,0,0
11,378,0,0
12,378,0,0
13,378,0,0
14,378,0,0
15,378,0,0
16,378,0,0
17,378,0,0
18,378,0,0
19,378,0,0
20,378,30,0
21,378,20,0
22,378,20,0
23,378,60,0
24,378,120,0
25,378,150,0
0,380,210,0
1,380,40,0
2,380,110,0
3,380,80,0
4,380,10,0
5,380,0,0
6,380,0,0
7,380,10,0
8,380,0,0
9,380,0,0
10,380,0,0
11,380,0,0
12,380,0,0
13,380,0,0
14,380,0,0
15,380,0,0
16,380,0,0
17,380,0,0
18,380,0,0
19,380,0,0
20,380,30,0
21,380,20,0
22,380,20,0
23,380,50,0
24,380,120,0
25,380,160,0
0,382,210,0
1,382,30,0
2,382,120,0
3,382,80,0
4,382,10,0
5,382,0,0
6,382,0,0
7,382,10,0
8,382,0,0
9,382,0,0
10,382,0,0
11,382,0,0
12,382,0,0
13,382,0,0
14,382,0,0
15,382,0,0
16,382,0,0
17,382,0,0
18,382,0,0
19,382,0,0
20,382,30,0
21,382,20,0
22,382,20,0
23,382,40,0
24,382,110,0
25,382,170,0
0,384,210,0
1,384,30,0
2,384,120,0
3,384,80,0
4,384,10,0
5,384,0,0
6,384,0,0
7,384,10,0
8,384,0,0
9,384,0,0
10,384,0,0
11,384,0,0
12,384,0,0
13,384,0,0
14,384,0,0
15,384,0,0
16,384,0,0
17,384,0,0
18,384,0,0
19,384,0,0
20,384,30,0
21,384,20,0
22,384,10,0
23,384,50,0
24,384,110,0
25,384,170,0
0,386,210,0
1,386,30,0
2,386,120,0
3,386,80,0
4,386,10,0
5,386,0,0
6,386,0,0
7,386,10,0
8,386,0,0
9,386,0,0
10,386,0,0
11,386,0,0
12,386,0,0
13,386,0,0
14,386,0,0
15,386,0,0
16,386,0,0
17,386,0,0
18,386,0,0
19,386,0,0
20,386,30,0
21,386,20,0
22,386,10,0
23,386,50,0
24,386,110,0
25,386,160,0
0,388,210,0
1,388,30,0
2,388,120,0
3,388,80,0
4,388,10,0
5,388,0,0
6,388,0,0
7,388,10,0
8,388,0,0
9,388,0,0
10,388,0,0
11,388,0,0
12,388,0,0
13,388,0,0
14,388,0,0
15,388,0,0
16,388,0,0
17,388,0,0
18,388,0,0
19,388,0,0
20,388,30,0
21,388,20,0
22,388,10,0
23,388,30,0
24,388,110,0
25,388,170,0
0,390,210,0
1,390,30,0
2,390,120,0
3,390,70,0
4,390,20,0
5,390,0,0
6,390,0,0
7,390,10,0
8,390,0,0
9,390,0,0
10,390,0,0
11,390,0,0
12,390,0,0
13,390,0,0
14,390,0,0
15,390,0,0
16,390,0,0
17,390,0,0
18,390,0,0
19,390,0,0
20,390,30,0
21,390,20,0
22,390,10,0
23,390,30,0
24,390,90,0
25,390,160,0
0,392,210,0
1,392,30,0
2,392,120,0
3,392,70,0
4,392,20,0
5,392,0,0
6,392,0,0
7,392,10,0
8,392,0,0
9,392,0,0
10,392,0,0
11,392,0,0
12,392,0,0
13,392,0,0
14,392,0,0
15,392,0,0
16,392,0,0
17,392,0,0
18,392,0,0
19,392,0,0
20,392,20,0
21,392,30,0
22,392,10,0
23,392,20,0
24,392,100,0
25,392,150,0
0,394,210,0
1,394,30,0
2,394,120,0
3,394,70,0
4,394,20,0
5,394,0,0
6,394,0,0
7,394,10,0
8,394,0,0
9,394,0,0
10,394,0,0
11,394,0,0
12,394,0,0
13,394,0,0
14,394,0,0
15,394,0,0
16,394,0,0
17,394,0,0
18,394,0,0
19,394,0,0
20,394,20,0
21,394,30,0
22,394,0,0
23,394,20,0
24,394,110,0
25,394,150,0
0,396,210,0
1,396,30,0
2,396,110,0
3,396,70,0
4,396,30,0
5,396,0,0
6,396,0,0
7,396,10,0
8,396,0,0
9,396,0,0
10,396,0,0
11,396,0,0
12,396,0,0
13,396,0,0
14,396,0,0
15,396,0,0
16,396,0,0
17,396,0,0
18,396,0,0
19,396,0,0
20,396,10,0
21,396,20,0
22,396,20,0
23,396,20,0
24,396,100,0
25,396,150,0
0,398,210,0
1,398,30,0
2,398,110,0
3,398,70,0
4,398,30,0
5,398,0,0
6,398,0,0
7,398,10,0
8,398,0,0
9,398,0,0
10,398,0,0
11,398,0,0
12,398,0,0
13,398,0,0
14,398,0,0
15,398,0,0
16,398,0,0
17,398,0,0
18,398,0,0
19,398,0,0
20,398,10,0
21,398,20,0
22,398,20,0
23,398,20,0
24,398,110,0
25,398,120,0
0,400,210,0
1,400,30,0
2,400,110,0
3,400,70,0
4,400,30,0
5,400,0,0
6,400,0,0
7,400,10,0
8,400,0,0
9,400,0,0
10,400,0,0
11,400,0,0
12,400,0,0
13,400,0,0
14,400,0,0
15,400,0,0
16,400,0,0
17,400,0,0
18,400,0,0
19,400,0,0
20,400,10,0
21,400,20,0
22,400,20,0
23,400,10,0
24,400,110,0
25,400,130,0
0,402,210,0
1,402,30,0
2,402,110,0
3,402,70,0
4,402,30,0
5,402,0,0
6,402,0,0
7,402,10,0
8,402,0,0
9,402,0,0
10,402,0,0
11,402,0,0
12,402,0,0
13,402,0,0
14,402,0,0
15,402,0,0
16,402,0,0
17,402,0,0
18,402,0,0
19,402,10,0
20,402,0,0
21,402,20,0
22,402,20,0
23,402,10,0
24,402,110,0
25,402,120,0
0,404,200,0
1,404,30,0
2,404,110,0
3,404,70,0
4,404,30,0
5,404,0,0
6,404,0,0
7,404,10,0
8,404,0,0
9,404,0,0
10,404,0,0
11,404,0,0
12,404,0,0
13,404,0,0
14,404,0,0
15,404,0,0
16,404,0,0
17,404,0,0
18,404,0,0
19,404,10,0
20,404,0,0
21,404,20,0
22,404,20,0
23,404,10,0
24,404,110,0
25,404,90,0
0,406,200,0
1,406,30,0
2,406,110,0
3,406,60,0
4,406,40,0
5,406,0,0
6,406,0,0
7,406,10,0
8,406,0,0
9,406,0,0
10,406,0,0
11,406,0,0
12,406,0,0
13,406,0,0
14,406,0,0
15,406,0,0
16,406,0,0
17,406,0,0
18,406,0,0
19,406,10,0
20,406,0,0
21,406,20,0
22,406,20,0
23,406,10,0
24,406,100,0
25,406,90,0
0,408,190,0
1,408,30,0
2,408,110,0
3,408,60,0
4,408,40,0
5,408,0,0
6,408,0,0
7,408,10,0
8,408,0,0
9,408,0,0
10,408,0,0
11,408,0,0
12,408,0,0
13,408,0,0
14,408,0,0
15,408,0,0
16,408,0,0
17,408,0,0
18,408,0,0
19,408,10,0
20,408,0,0
21,408,20,0
22,408,20,0
23,408,10,0
24,408,80,0
25,408,100,0
0,410,190,0
1,410,30,0
2,410,110,0
3,410,60,0
4,410,40,0
5,410,0,0
6,410,0,0
7,410,10,0
8,410,0,0
9,410,0,0
10,410,0,0
11,410,0,0
12,410,0,0
13,410,0,0
14,410,0,0
15,410,0,0
16,410,0,0
17,410,0,0
18,410,0,0
19,410,10,0
20,410,0,0
21,410,20,0
22,410,20,0
23,410,10,0
24,410,80,0
25,410,100,0
0,412,190,0
1,412,20,0
2,412,120,0
3,412,60,0
4,412,40,0
5,412,0,0
6,412,0,0
7,412,10,0
8,412,0,0
9,412,0,0
10,412,0,0
11,412,0,0
12,412,0,0
13,412,0,0
14,412,0,0
15,412,0,0
16,412,0,0
17,412,0,0
18,412,0,0
19,412,10,0
20,412,0,0
21,412,10,0
22,412,30,0
23,412,0,0
24,412,80,0
25,412,100,0
0,414,190,0
1,414,20,0
2,414,120,0
3,414,60,0
4,414,40,0
5,414,0,0
6,414,0,0
7,414,10,0
8,414,0,0
9,414,0,0
10,414,0,0
11,414,0,0
12,414,0,0
13,414,0,0
14,414,0,0
15,414,0,0
16,414,0,0
17,414,0,0
18,414,0,0
19,414,10,0
20,414,0,0
21,414,0,0
22,414,20,0
23,414,20,0
24,414,90,0
25,414,100,0
0,416,190,0
1,416,20,0
2,416,120,0
3,416,60,0
4,416,40,0
5,416,0,0
6,416,0,0
7,416,10,0
8,416,0,0
9,416,0,0
10,416,0,0
11,416,0,0
12,416,0,0
13,416,0,0
14,416,0,0
15,416,0,0
16,416,0,0
17,416,0,0
18,416,0,0
19,416,10,0
20,416,0,0
21,416,0,0
22,416,20,0
23,416,20,0
24,416,90,0
25,416,100,0
0,418,190,0
1,418,20,0
2,418,120,0
3,418,60,0
4,418,40,0
5,418,0,0
6,418,0,0
7,418,10,0
8,418,0,0
9,418,0,0
10,418,0,0
11,418,0,0
12,418,0,0
13,418,0,0
14,418,0,0
15,418,0,0
16,418,0,0
17,418,0,0
18,418,0,0
19,418,10,0
20,418,0,0
21,418,0,0
22,418,20,0
23,418,30,0
24,418,70,0
25,418,120,0
0,420,190,0
1,420,20,0
2,420,110,0
3,420,70,0
4,420,40,0
5,420,0,0
6,420,0,0
7,420,0,0
8,420,10,0
9,420,0,0
10,420,0,0
11,420,0,0
12,420,0,0
13,420,0,0
14,420,0,0
15,420,0,0
16,420,0,0
17,420,0,0
18,420,0,0
19,420,10,0
20,420,0,0
21,420,0,0
22,420,20,0
23,420,30,0
24,420,70,0
25,420,110,0
0,422,190,0
1,422,20,0
2,422,110,0
3,422,70,0
4,422,40,0
5,422,0,0
6,422,0,0
7,422,0,0
8,422,10,0
9,422,0,0
10,422,0,0
11,422,0,0
12,422,0,0
13,422,0,0
14,422,0,0
15,422,0,0
16,422,0,0
17,422,0,0
18,422,0,0
19,422,10,0
20,422,0,0
21,422,0,0
22,422,20,0
23,422,40,0
24,422,70,0
25,422,90,0
0,424,190,0
1,424,20,0
2,424,110,0
3,424,70,0
4,424,30,0
5,424,10,0
6,424,0,0
7,424,0,0
8,424,10,0
9,424,0,0
10,424,0,0
11,424,0,0
12,424,0,0
13,424,0,0
14,424,0,0
15,424,0,0
16,424,0,0
17,424,0,0
18,424,0,0
19,424,10,0
20,424,0,0
21,424,0,0
22,424,20,0
23,424,40,0
24,424,70,0
25,424,100,0
0,426,190,0
1,426,20,0
2,426,110,0
3,426,70,0
4,426,30,0
5,426,10,0
6,426,0,0
7,426,0,0
8,426,10,0
9,426,0,0
10,426,0,0
11,426,0,0
12,426,0,0
13,426,0,0
14,426,0,0
15,426,0,0
16,426,0,0
17,426,0,0
18,426,0,0
19,426,10,0
20,426,0,0
21,426,0,0
22,426,20,0
23,426,40,0
24,426,70,0
25,426,90,0
0,428,190,0
1,428,20,0
2,428,110,0
3,428,70,0
4,428,30,0
5,428,10,0
6,428,0,0
7,428,0,0
8,428,10,0
9,428,0,0
10,428,0,0
11,428,0,0
12,428,0,0
13,428,0,0
14,428,0,0
15,428,0,0
16,428,0,0
17,428,0,0
18,428,0,0
19,428,10,0
20,428,0,0
21,428,0,0
22,428,20,0
23,428,40,0
24,428,70,0
25,428,90,0
0,430,190,0
1,430,20,0
2,430,110,0
3,430,70,0
4,430,30,0
5,430,10,0
6,430,0,0
7,430,0,0
8,430,10,0
9,430,0,0
10,430,0,0
11,430,0,0
12,430,0,0
13,430,0,0
14,430,0,0
15,430,0,0
16,430,0,0
17,430,0,0
18,430,0,0
19,430,10,0
20,430,0,0
21,430,0,0
22,430,20,0
23,430,40,0
24,430,60,0
25,430,90,0
0,432,190,0
1,432,20,0
2,432,110,0
3,432,70,0
4,432,30,0
5,432,10,0
6,432,0,0
7,432,0,0
8,432,10,0
9,432,0,0
10,432,0,0
11,432,0,0
12,432,0,0
13,432,0,0
14,432,0,0
15,432,0,0
16,432,0,0
17,432,0,0
18,432,0,0
19,432,10,0
20,432,0,0
21,432,0,0
22,432,20,0
23,432,30,0
24,432,80,0
25,432,80,0
0,434,190,0
1,434,20,0
2,434,110,0
3,434,60,0
4,434,40,0
5,434,10,0
6,434,0,0
7,434,0,0
8,434,10,0
9,434,0,0
10,434,0,0
11,434,0,0
12,434,0,0
13,434,0,0
14,434,0,0
15,434,0,0
16,434,0,0
17,434,0,0
18,434,0,0
19,434,10,0
20,434,0,0
21,434,0,0
22,434,0,0
23,434,50,0
24,434,80,0
25,434,80,0
0,436,190,0
1,436,20,0
2,436,110,0
3,436,60,0
4,436,40,0
5,436,10,0
6,436,0,0
7,436,0,0
8,436,10,0
9,436,0,0
10,436,0,0
11,436,0,0
12,436,0,0
13,436,0,0
14,436,0,0
15,436,0,0
16,436,0,0
17,436,0,0
18,436,10,0
19,436,0,0
20,436,0,0
21,436,0,0
22,436,0,0
23,436,50,0
24,436,90,0
25,436,60,0
0,438,190,0
1,438,20,0
2,438,110,0
3,438,60,0
4,438,40,0
5,438,10,0
6,438,0,0
7,438,0,0
8,438,10,0
9,438,0,0
10,438,0,0
11,438,0,0
12,438,0,0
13,438,0,0
14,438,0,0
15,438,0,0
16,438,0,0
17,438,0,0
18,438,10,0
19,438,0,0
20,438,0,0
21,438,0,0
22,438,0,0
23,438,50,0
24,438,90,0
25,438,60,0
0,440,190,0
1,440,20,0
2,440,110,0
3,440,50,0
4,440,50,0
5,440,10,0
6,440,0,0
7,440,0,0
8,440,10,0
9,440,0,0
10,440,0,0
11,440,0,0
12,440,0,0
13,440,0,0
14,440,0,0
15,440,0,0
16,440,0,0
17,440,0,0
18,440,10,0
19,440,0,0
20,440,0,0
21,440,0,0
22,440,0,0
23,440,50,0
24,440,90,0
25,440,60,0
0,442,190,0
1,442,20,0
2,442,110,0
3,442,50,0
4,442,50,0
5,442,10,0
6,442,0,0
7,442,0,0
8,442,10,0
9,442,0,0
10,442,0,0
11,442,0,0
12,442,0,0
13,442,0,0
14,442,0,0
15,442,0,0
16,442,0,0
17,442,0,0
18,442,10,0
19,442,0,0
20,442,0,0
21,442,0,0
22,442,0,0
23,442,50,0
24,442,90,0
25,442,60,0
0,444,190,0
1,444,20,0
2,444,110,0
3,444,50,0
4,444,50,0
5,444,10,0
6,444,0,0
7,444,0,0
8,444,10,0
9,444,0,0
10,444,0,0
11,444,0,0
12,444,0,0
13,444,0,0
14,444,0,0
15,444,0,0
16,444,0,0
17,444,0,0
18,444,10,0
19,444,0,0
20,444,0,0
21,444,0,0
22,444,0,0
23,444,60,0
24,444,80,0
25,444,60,0
0,446,190,0
1,446,20,0
2,446,110,0
3,446,50,0
4,446,50,0
5,446,10,0
6,446,0,0
7,446,0,0
8,446,10,0
9,446,0,0
10,446,0,0
11,446,0,0
12,446,0,0
13,446,0,0
14,446,0,0
15,446,0,0
16,446,0,0
17,446,0,0
18,446,10,0
19,446,0,0
20,446,0,0
21,446,0,0
22,446,0,0
23,446,70,0
24,446,70,0
25,446,60,0
0,448,190,0
1,448,20,0
2,448,110,0
3,448,50,0
4,448,50,0
5,448,10,0
6,448,0,0
7,448,0,0
8,448,10,0
9,448,0,0
10,448,0,0
11,448,0,0
12,448,0,0
13,448,0,0
14,448,0,0
15,448,0,0
16,448,0,0
17,448,0,0
18,448,10,0
19,448,0,0
20,448,0,0
21,448,0,0
22,448,0,0
23,448,70,0
24,448,70,0
25,448,50,0
0,450,190,0
1,450,20,0
2,450,110,0
3,450,50,0
4,450,50,0
5,450,10,0
6,450,0,0
7,450,0,0
8,450,10,0
9,450,0,0
10,450,0,0
11,450,0,0
12,450,0,0
13,450,0,0
14,450,0,0
15,450,0,0
16,450,0,0
17,450,0,0
18,450,10,0
19,450,0,0
20,450,0,0
21,450,0,0
22,450,0,0
23,450,70,0
24,450,70,0
25,450,50,0
0,452,190,0
1,452,20,0
2,452,110,0
3,452,40,0
4,452,60,0
5,452,10,0
6,452,0,0
7,452,0,0
8,452,10,0
9,452,0,0
10,452,0,0
11,452,0,0
12,452,0,0
13,452,0,0
14,452,0,0
15,452,0,0
16,452,0,0
17,452,0,0
18,452,10,0
19,452,0,0
20,452,0,0
21,452,0,0
22,452,0,0
23,452,70,0
24,452,50,0
25,452,70,0
0,454,190,0
1,454,20,0
2,454,100,0
3,454,50,0
4,454,60,0
5,454,10,0
6,454,0,0
7,454,0,0
8,454,10,0
9,454,0,0
10,454,0,0
11,454,0,0
12,454,0,0
13,454,0,0
14,454,0,0
15,454,0,0
16,454,0,0
17,454,0,0
18,454,10,0
19,454,0,0
20,454,0,0
21,454,0,0
22,454,0,0
23,454,60,0
24,454,60,0
25,454,70,0
0,456,190,0
1,456,20,0
2,456,100,0
3,456,50,0
4,456,60,0
5,456,10,0
6,456,0,0
7,456,0,0
8,456,10,0
9,456,0,0
10,456,0,0
11,456,0,0
12,456,0,0
13,456,0,0
14,456,0,0
15,456,0,0
16,456,0,0
17,456,0,0
18,456,10,0
19,456,0,0
20,456,0,0
21,456,0,0
22,456,0,0
23,456,50,0
24,456,70,0
25,456,70,0
0,458,190,0
1,458,20,0
2,458,100,0
3,458,50,0
4,458,60,0
5,458,10,0
6,458,0,0
7,458,0,0
8,458,10,0
9,458,0,0
10,458,0,0
11,458,0,0
12,458,0,0
13,458,0,0
14,458,0,0
15,458,0,0
16,458,0,0
17,458,0,0
18,458,10,0
19,458,0,0
20,458,0,0
21,458,0,0
22,458,0,0
23,458,60,0
24,458,60,0
25,458,70,0
0,460,190,0
1,460,20,0
2,460,100,0
3,460,50,0
4,460,60,0
5,460,10,0
6,460,0,0
7,460,0,0
8,460,10,0
9,460,0,0
10,460,0,0
11,460,0,0
12,460,0,0
13,460,0,0
14,460,0,0
15,460,0,0
16,460,0,0
17,460,0,0
18,460,10,0
19,460,0,0
20,460,0,0
21,460,0,0
22,460,0,0
23,460,60,0
24,460,60,0
25,460,70,0
0,462,190,0
1,462,20,0
2,462,100,0
3,462,50,0
4,462,60,0
5,462,10,0
6,462,0,0
7,462,0,0
8,462,10,0
9,462,0,0
10,462,0,0
11,462,0,0
12,462,0,0
13,462,0,0
14,462,0,0
15,462,0,0
16,462,0,0
17,462,0,0
18,462,10,0
19,462,0,0
20,462,0,0
21,462,0,0
22,462,0,0
23,462,60,0
24,462,60,0
25,462,70,0
0,464,190,0
1,464,20,0
2,464,100,0
3,464,50,0
4,464,60,0
5,464,10,0
6,464,0,0
7,464,0,0
8,464,10,0
9,464,0,0
10,464,0,0
11,464,0,0
12,464,0,0
13,464,0,0
14,464,0,0
15,464,0,0
16,464,0,0
17,464,0,0
18,464,10,0
19,464,0,0
20,464,0,0
21,464,0,0
22,464,0,0
23,464,60,0
24,464,60,0
25,464,80,0
0,466,190,0
1,466,20,0
2,466,100,0
3,466,50,0
4,466,60,0
5,466,10,0
6,466,0,0
7,466,0,0
8,466,10,0
9,466,0,0
10,466,0,0
11,466,0,0
12,466,0,0
13,466,0,0
14,466,0,0
15,466,0,0
16,466,0,0
17,466,0,0
18,466,10,0
19,466,0,0
20,466,0,0
21,466,0,0
22,466,0,0
23,466,60,0
24,466,70,0
25,466,70,0
0,468,190,0
1,468,20,0
2,468,100,0
3,468,50,0
4,468,60,0
5,468,10,0
6,468,0,0
7,468,0,0
8,468,0,0
9,468,10,0
10,468,0,0
11,468,0,0
12,468,0,0
13,468,0,0
14,468,0,0
15,468,0,0
16,468,0,0
17,468,10,0
18,468,0,0
19,468,0,0
20,468,0,0
21,468,0,0
22,468,0,0
23,468,60,0
24,468,70,0
25,468,70,0
0,470,190,0
1,470,20,0
2,470,100,0
3,470,50,0
4,470,60,0
5,470,10,0
6,470,0,0
7,470,0,0
8,470,0,0
9,470,10,0
10,470,0,0
11,470,0,0
12,470,0,0
13,470,0,0
14,470,0,0
15,470,0,0
16,470,0,0
17,470,10,0
18,470,0,0
19,470,0,0
20,470,0,0
21,470,0,0
22,470,0,0
23,470,60,0
24,470,70,0
25,470,60,0
0,472,190,0
1,472,20,0
2,472,100,0
3,472,50,0
4,472,60,0
5,472,10,0
6,472,0,0
7,472,0,0
8,472,0,0
9,472,10,0
10,472,0,0
11,472,0,0
12,472,0,0
13,472,0,0
14,472,0,0
15,472,0,0
16,472,0,0
17,472,10,0
18,472,0,0
19,472,0,0
20,472,0,0
21,472,0,0
22,472,10,0
23,472,50,0
24,472,70,0
25,472,50,0
0,474,190,0
1,474,20,0
2,474,100,0
3,474,50,0
4,474,60,0
5,474,10,0
6,474,0,0
7,474,0,0
8,474,0,0
9,474,10,0
10,474,0,0
11,474,0,0
12,474,0,0
13,474,0,0
14,474,0,0
15,474,0,0
16,474,0,0
17,474,10,0
18,474,0,0
19,474,0,0
20,474,0,0
21,474,0,0
22,474,10,0
23,474,50,0
24,474,60,0
25,474,70,0
0,476,190,0
1,476,20,0
2,476,100,0
3,476,50,0
4,476,60,0
5,476,10,0
6,476,0,0
7,476,0,0
8,476,0,0
9,476,10,0
10,476,0,0
11,476,0,0
12,476,0,0
13,476,0,0
14,476,0,0
15,476,0,0
16,476,0,0
17,476,10,0
18,476,0,0
19,476,0,0
20,476,0,0
21,476,0,0
22,476,10,0
23,476,50,0
24,476,60,0
25,476,70,0
0,478,190,0
1,478,20,0
2,478,100,0
3,478,40,0
4,478,60,0
5,478,20,0
6,478,0,0
7,478,0,0
8,478,0,0
9,478,10,0
10,478,0,0
11,478,0,0
12,478,0,0
13,478,0,0
14,478,0,0
15,478,0,0
16,478,0,0
17,478,10,0
18,478,0,0
19,478,0,0
20,478,0,0
21,478,0,0
22,478,20,0
23,478,50,0
24,478,40,0
25,478,80,0
0,480,190,0
1,480,20,0
2,480,100,0
3,480,40,0
4,480,60,0
5,480,20,0
6,480,0,0
7,480,0,0
8,480,0,0
9,480,10,0
10,480,0,0
11,480,0,0
12,480,0,0
13,480,0,0
14,480,0,0
15,480,0,0
16,480,0,0
17,480,10,0
18,480,0,0
19,480,0,0
20,480,0,0
21,480,0,0
22,480,20,0
23,480,50,0
24,480,40,0
25,480,80,0
0,482,190,0
1,482,20,0
2,482,100,0
3,482,40,0
4,482,60,0
5,482,20,0
6,482,0,0
7,482,0,0
8,482,0,0
9,482,10,0
10,482,0,0
11,482,0,0
12,482,0,0
13,482,0,0
14,482,0,0
15,482,0,0
16,482,0,0
17,482,10,0
18,482,0,0
19,482,0,0
20,482,0,0
21,482,0,0
22,482,20,0
23,482,50,0
24,482,40,0
25,482,80,0
0,484,190,0
1,484,20,0
2,484,100,0
3,484,40,0
4,484,60,0
5,484,20,0
6,484,0,0
7,484,0,0
8,484,0,0
9,484,10,0
10,484,0,0
11,484,0,0
12,484,0,0
13,484,0,0
14,484,0,0
15,484,0,0
16,484,0,0
17,484,10,0
18,484,0,0
19,484,0,0
20,484,0,0
21,484,0,0
22,484,20,0
23,484,50,0
24,484,40,0
25,484,80,0
0,486,190,0
1,486,20,0
2,486,100,0
3,486,40,0
4,486,50,0
5,486,30,0
6,486,0,0
7,486,0,0
8,486,0,0
9,486,10,0
10,486,0,0
11,486,0,0
12,486,0,0
13,486,0,0
14,486,0,0
15,486,0,0
16,486,0,0
17,486,10,0
18,486,0,0
19,486,0,0
20,486,0,0
21,486,0,0
22,486,20,0
23,486,60,0
24,486,30,0
25,486,80,0
0,488,190,0
1,488,20,0
2,488,100,0
3,488,40,0
4,488,50,0
5,488,30,0
6,488,0,0
7,488,0,0
8,488,0,0
9,488,10,0
10,488,0,0
11,488,0,0
12,488,0,0
13,488,0,0
14,488,0,0
15,488,0,0
16,488,0,0
17,488,10,0
18,488,0,0
19,488,0,0
20,488,0,0
21,488,0,0
22,488,20,0
23,488,60,0
24,488,30,0
25,488,80,0
0,490,190,0
1,490,20,0
2,490,100,0
3,490,40,0
4,490,50,0
5,490,30,0
6,490,0,0
7,490,0,0
8,490,0,0
9,490,10,0
10,490,0,0
11,490,0,0
12,490,0,0
13,490,0,0
14,490,0,0
15,490,0,0
16,490,0,0
17,490,10,0
18,490,0,0
19,490,0,0
20,490,0,0
21,490,0,0
22,490,30,0
23,490,50,0
24,490,40,0
25,490,70,0
0,492,190,0
1,492,20,0
2,492,100,0
3,492,40,0
4,492,50,0
5,492,30,0
6,492,0,0
7,492,0,0
8,492,0,0
9,492,10,0
10,492,0,0
11,492,0,0
12,492,0,0
13,492,0,0
14,492,0,0
15,492,0,0
16,492,0,0
17,492,10,0
18,492,0,0
19,492,0,0
20,492,0,0
21,492,0,0
22,492,30,0
23,492,50,0
24,492,40,0
25,492,70,0
0,494,190,0
1,494,20,0
2,494,100,0
3,494,40,0
4,494,50,0
5,494,30,0
6,494,0,0
7,494,0,0
8,494,0,0
9,494,10,0
10,494,0,0
11,494,0,0
12,494,0,0
13,494,0,0
14,494,0,0
15,494,0,0
16,494,0,0
17,494,10,0
18,494,0,0
19,494,0,0
20,494,0,0
21,494,0,0
22,494,30,0
23,494,50,0
24,494,40,0
25,494,70,0
0,496,190,0
1,496,20,0
2,496,100,0
3,496,30,0
4,496,60,0
5,496,30,0
6,496,0,0
7,496,0,0
8,496,0,0
9,496,10,0
10,496,0,0
11,496,0,0
12,496,0,0
13,496,0,0
14,496,0,0
15,496,0,0
16,496,0,0
17,496,10,0
18,496,0,0
19,496,0,0
20,496,0,0
21,496,0,0
22,496,30,0
23,496,50,0
24,496,50,0
25,496,50,0
0,498,190,0
1,498,20,0
2,498,100,0
3,498,30,0
4,498,60,0
5,498,30,0
6,498,0,0
7,498,0,0
8,498,0,0
9,498,10,0
10,498,0,0
11,498,0,0
12,498,0,0
13,498,0,0
14,498,0,0
15,498,0,0
16,498,0,0
17,498,10,0
18,498,0,0
19,498,0,0
20,498,0,0
21,498,0,0
22,498,30,0
23,498,50,0
24,498,50,0
25,498,50,0
0,500,190,0
1,500,20,0
2,500,100,0
3,500,30,0
4,500,50,0
5,500,40,0
6,500,0,0
7,500,0,0
8,500,0,0
9,500,10,0
10,500,0,0
11,500,0,0
12,500,0,0
13,500,0,0
14,500,0,0
15,500,0,0
16,500,0,0
17,500,10,0
18,500,0,0
19,500,0,0
20,500,0,0
21,500,0,0
22,500,30,0
23,500,60,0
24,500,50,0
25,500,30,0
